 Vbg, Id_Vjg=-1.5V, Id_Vjg=-1.25V, Id_Vjg=-1V, Id_Vjg=-0.75V, Id_Vjg=-0.5V, Id_Vjg=-0.25V, Id_Vjg=0V
-10.35,2.77E-10,2.72E-10,4.25E-10,4.61E-10,6.60E-10,1.68E-09,4.55E-09
-10.3,2.28E-10,3.06E-10,3.78E-10,5.06E-10,7.73E-10,1.78E-09,4.71E-09
-10.25,2.61E-10,3.47E-10,4.36E-10,5.55E-10,7.45E-10,1.81E-09,4.88E-09
-10.2,3.09E-10,2.95E-10,4.65E-10,5.14E-10,7.94E-10,1.84E-09,5.01E-09
-10.15,2.58E-10,3.85E-10,4.34E-10,6.15E-10,8.68E-10,2.00E-09,4.81E-09
-10.1,3.35E-10,3.57E-10,5.17E-10,5.93E-10,8.49E-10,1.98E-09,5.00E-09
-10.05,3.15E-10,3.69E-10,4.79E-10,6.08E-10,9.32E-10,2.13E-09,5.15E-09
-10,3.02E-10,4.37E-10,5.44E-10,7.04E-10,9.49E-10,2.21E-09,5.43E-09
-9.95,3.78E-10,3.91E-10,5.83E-10,6.58E-10,9.74E-10,2.21E-09,5.38E-09
-9.9,3.35E-10,4.54E-10,5.53E-10,7.23E-10,1.08E-09,2.40E-09,5.33E-09
-9.85,3.79E-10,4.72E-10,6.53E-10,7.91E-10,1.04E-09,2.43E-09,5.80E-09
-9.8,4.13E-10,4.28E-10,6.21E-10,7.49E-10,1.14E-09,2.51E-09,5.75E-09
-9.75,3.72E-10,5.27E-10,6.53E-10,8.38E-10,1.29E-09,2.61E-09,5.72E-09
-9.7,4.58E-10,4.96E-10,7.17E-10,8.65E-10,1.31E-09,2.65E-09,6.14E-09
-9.65,4.31E-10,5.13E-10,6.98E-10,8.72E-10,1.30E-09,2.85E-09,6.37E-09
-9.6,4.35E-10,5.94E-10,8.00E-10,9.70E-10,1.40E-09,2.81E-09,6.25E-09
-9.55,5.12E-10,5.39E-10,7.89E-10,9.68E-10,1.41E-09,2.91E-09,6.47E-09
-9.5,4.81E-10,6.31E-10,8.16E-10,9.94E-10,1.48E-09,3.09E-09,6.50E-09
-9.45,5.02E-10,6.31E-10,9.04E-10,1.09E-09,1.54E-09,3.09E-09,6.80E-09
-9.4,5.90E-10,6.19E-10,8.67E-10,1.07E-09,1.56E-09,3.31E-09,6.89E-09
-9.35,5.23E-10,7.19E-10,9.70E-10,1.29E-09,1.71E-09,3.39E-09,7.10E-09
-9.3,6.07E-10,6.54E-10,9.68E-10,1.22E-09,1.72E-09,3.46E-09,7.35E-09
-9.25,6.33E-10,7.41E-10,9.83E-10,1.31E-09,1.81E-09,3.61E-09,7.52E-09
-9.2,6.10E-10,7.77E-10,1.10E-09,1.32E-09,1.90E-09,3.69E-09,7.65E-09
-9.15,6.78E-10,7.64E-10,1.07E-09,1.37E-09,1.93E-09,3.83E-09,7.73E-09
-9.1,6.55E-10,8.68E-10,1.15E-09,1.47E-09,2.08E-09,3.89E-09,8.15E-09
-9.05,7.03E-10,8.48E-10,1.30E-09,1.44E-09,2.08E-09,3.99E-09,8.29E-09
-9,7.68E-10,8.87E-10,1.31E-09,1.57E-09,2.22E-09,4.16E-09,8.56E-09
-8.95,7.81E-10,9.65E-10,1.30E-09,1.59E-09,2.26E-09,4.24E-09,8.66E-09
-8.9,8.52E-10,9.51E-10,1.41E-09,1.62E-09,2.34E-09,4.46E-09,8.67E-09
-8.85,8.50E-10,1.05E-09,1.39E-09,1.74E-09,2.48E-09,4.53E-09,9.07E-09
-8.8,8.45E-10,1.07E-09,1.47E-09,1.75E-09,2.48E-09,4.68E-09,9.22E-09
-8.75,9.43E-10,1.09E-09,1.54E-09,1.88E-09,2.65E-09,4.78E-09,9.18E-09
-8.7,9.21E-10,1.22E-09,1.54E-09,1.91E-09,2.67E-09,4.88E-09,9.61E-09
-8.65,9.59E-10,1.29E-09,1.63E-09,2.02E-09,2.79E-09,5.10E-09,9.79E-09
-8.6,1.03E-09,1.23E-09,1.66E-09,2.10E-09,2.92E-09,5.17E-09,1.01E-08
-8.55,1.01E-09,1.31E-09,1.78E-09,2.13E-09,2.97E-09,5.37E-09,1.03E-08
-8.5,1.13E-09,1.36E-09,1.82E-09,2.27E-09,3.15E-09,5.52E-09,1.04E-08
-8.45,1.24E-09,1.37E-09,1.84E-09,2.27E-09,3.16E-09,5.61E-09,1.07E-08
-8.4,1.24E-09,1.48E-09,1.99E-09,2.39E-09,3.29E-09,5.86E-09,1.09E-08
-8.35,1.21E-09,1.50E-09,2.00E-09,2.53E-09,3.39E-09,5.90E-09,1.13E-08
-8.3,1.32E-09,1.53E-09,2.13E-09,2.53E-09,3.45E-09,6.12E-09,1.13E-08
-8.25,1.27E-09,1.54E-09,2.19E-09,2.69E-09,3.66E-09,6.32E-09,1.15E-08
-8.2,1.35E-09,1.61E-09,2.22E-09,2.73E-09,3.75E-09,6.34E-09,1.17E-08
-8.15,1.39E-09,1.74E-09,2.39E-09,2.83E-09,3.85E-09,6.65E-09,1.20E-08
-8.1,1.35E-09,1.76E-09,2.39E-09,2.96E-09,4.05E-09,6.84E-09,1.20E-08
-8.05,1.49E-09,1.85E-09,2.50E-09,3.01E-09,4.13E-09,6.86E-09,1.23E-08
-8,1.51E-09,1.89E-09,2.59E-09,3.18E-09,4.30E-09,7.12E-09,1.24E-08
-7.95,1.58E-09,1.94E-09,2.63E-09,3.24E-09,4.38E-09,7.27E-09,1.27E-08
-7.9,1.66E-09,2.06E-09,2.80E-09,3.32E-09,4.50E-09,7.50E-09,1.29E-08
-7.85,1.66E-09,2.08E-09,2.80E-09,3.51E-09,4.69E-09,7.64E-09,1.33E-08
-7.8,1.77E-09,2.24E-09,2.91E-09,3.57E-09,4.77E-09,7.87E-09,1.34E-08
-7.75,1.81E-09,2.22E-09,3.05E-09,3.72E-09,5.03E-09,8.06E-09,1.36E-08
-7.7,1.82E-09,2.34E-09,3.10E-09,3.81E-09,5.09E-09,8.18E-09,1.42E-08
-7.65,1.96E-09,2.45E-09,3.24E-09,3.95E-09,5.28E-09,8.43E-09,1.44E-08
-7.6,1.98E-09,2.42E-09,3.30E-09,4.12E-09,5.44E-09,8.62E-09,1.45E-08
-7.55,2.07E-09,2.59E-09,3.44E-09,4.13E-09,5.53E-09,8.76E-09,1.47E-08
-7.5,2.18E-09,2.68E-09,3.56E-09,4.35E-09,5.75E-09,8.98E-09,1.49E-08
-7.45,2.19E-09,2.75E-09,3.62E-09,4.42E-09,5.85E-09,9.11E-09,1.51E-08
-7.4,2.34E-09,2.87E-09,3.83E-09,4.57E-09,6.11E-09,9.36E-09,1.54E-08
-7.35,2.40E-09,2.86E-09,3.84E-09,4.69E-09,6.22E-09,9.52E-09,1.56E-08
-7.3,2.44E-09,3.01E-09,3.96E-09,4.83E-09,6.35E-09,9.72E-09,1.60E-08
-7.25,2.55E-09,3.11E-09,4.17E-09,5.01E-09,6.54E-09,9.91E-09,1.61E-08
-7.2,2.58E-09,3.18E-09,4.21E-09,5.03E-09,6.66E-09,1.01E-08,1.64E-08
-7.15,2.65E-09,3.33E-09,4.41E-09,5.28E-09,6.87E-09,1.04E-08,1.68E-08
-7.1,2.79E-09,3.40E-09,4.44E-09,5.41E-09,7.07E-09,1.05E-08,1.70E-08
-7.05,2.79E-09,3.48E-09,4.63E-09,5.51E-09,7.22E-09,1.08E-08,1.74E-08
-7,2.98E-09,3.59E-09,4.78E-09,5.73E-09,7.47E-09,1.11E-08,1.74E-08
-6.95,3.00E-09,3.65E-09,4.82E-09,5.83E-09,7.59E-09,1.12E-08,1.76E-08
-6.9,3.06E-09,3.85E-09,5.08E-09,6.06E-09,7.79E-09,1.15E-08,1.79E-08
-6.85,3.29E-09,3.92E-09,5.07E-09,6.16E-09,7.99E-09,1.20E-08,1.84E-08
-6.8,3.25E-09,4.01E-09,5.26E-09,6.29E-09,8.08E-09,1.21E-08,1.87E-08
-6.75,3.39E-09,4.16E-09,5.42E-09,6.53E-09,8.39E-09,1.23E-08,1.88E-08
-6.7,3.46E-09,4.22E-09,5.53E-09,6.61E-09,8.50E-09,1.25E-08,1.91E-08
-6.65,3.52E-09,4.42E-09,5.76E-09,6.88E-09,8.69E-09,1.27E-08,1.95E-08
-6.6,3.71E-09,4.45E-09,5.89E-09,6.98E-09,8.92E-09,1.29E-08,1.96E-08
-6.55,3.78E-09,4.59E-09,6.00E-09,7.19E-09,9.05E-09,1.32E-08,1.98E-08
-6.5,3.88E-09,4.74E-09,6.19E-09,7.37E-09,9.32E-09,1.33E-08,2.00E-08
-6.45,4.00E-09,4.91E-09,6.24E-09,7.50E-09,9.48E-09,1.37E-08,2.04E-08
-6.4,3.99E-09,5.04E-09,6.51E-09,7.74E-09,9.65E-09,1.38E-08,2.07E-08
-6.35,4.27E-09,5.07E-09,6.58E-09,7.85E-09,9.84E-09,1.41E-08,2.09E-08
-6.3,4.24E-09,5.33E-09,6.71E-09,8.06E-09,9.97E-09,1.42E-08,2.12E-08
-6.25,4.48E-09,5.36E-09,6.95E-09,8.19E-09,1.03E-08,1.45E-08,2.12E-08
-6.2,4.56E-09,5.53E-09,7.08E-09,8.31E-09,1.05E-08,1.47E-08,2.15E-08
-6.15,4.63E-09,5.67E-09,7.29E-09,8.61E-09,1.07E-08,1.49E-08,2.18E-08
-6.1,4.85E-09,5.76E-09,7.34E-09,8.69E-09,1.09E-08,1.52E-08,2.21E-08
-6.05,4.90E-09,6.01E-09,7.58E-09,9.00E-09,1.11E-08,1.54E-08,2.23E-08
-6,5.02E-09,6.02E-09,7.77E-09,9.17E-09,1.14E-08,1.57E-08,2.27E-08
-5.95,5.15E-09,6.22E-09,7.86E-09,9.32E-09,1.15E-08,1.58E-08,2.30E-08
-5.9,5.27E-09,6.37E-09,8.10E-09,9.55E-09,1.20E-08,1.61E-08,2.32E-08
-5.85,5.38E-09,6.51E-09,8.24E-09,9.71E-09,1.21E-08,1.63E-08,2.35E-08
-5.8,5.57E-09,6.69E-09,8.42E-09,9.93E-09,1.23E-08,1.66E-08,2.37E-08
-5.75,5.71E-09,6.75E-09,8.63E-09,1.01E-08,1.25E-08,1.68E-08,2.40E-08
-5.7,5.89E-09,7.02E-09,8.72E-09,1.02E-08,1.27E-08,1.71E-08,2.41E-08
-5.65,5.91E-09,7.19E-09,9.00E-09,1.05E-08,1.29E-08,1.73E-08,2.45E-08
-5.6,6.10E-09,7.33E-09,9.09E-09,1.06E-08,1.31E-08,1.75E-08,2.47E-08
-5.55,6.27E-09,7.44E-09,9.34E-09,1.09E-08,1.33E-08,1.78E-08,2.50E-08
-5.5,6.31E-09,7.56E-09,9.56E-09,1.11E-08,1.35E-08,1.80E-08,2.51E-08
-5.45,6.56E-09,7.83E-09,9.60E-09,1.13E-08,1.37E-08,1.83E-08,2.55E-08
-5.4,6.68E-09,7.93E-09,9.94E-09,1.15E-08,1.40E-08,1.85E-08,2.57E-08
-5.35,6.83E-09,8.11E-09,1.00E-08,1.21E-08,1.42E-08,1.87E-08,2.60E-08
-5.3,7.09E-09,8.22E-09,1.02E-08,1.20E-08,1.44E-08,1.89E-08,2.63E-08
-5.25,7.18E-09,8.40E-09,1.05E-08,1.23E-08,1.46E-08,1.93E-08,2.66E-08
-5.2,7.33E-09,8.54E-09,1.06E-08,1.23E-08,1.49E-08,1.94E-08,2.70E-08
-5.15,7.50E-09,8.79E-09,1.09E-08,1.26E-08,1.51E-08,1.97E-08,2.71E-08
-5.1,7.63E-09,8.96E-09,1.09E-08,1.28E-08,1.53E-08,1.99E-08,2.75E-08
-5.05,7.87E-09,9.09E-09,1.13E-08,1.30E-08,1.55E-08,2.02E-08,2.76E-08
-5,7.85E-09,9.25E-09,1.14E-08,1.32E-08,1.58E-08,2.03E-08,2.80E-08
-4.95,8.06E-09,9.48E-09,1.18E-08,1.34E-08,1.59E-08,2.06E-08,2.83E-08
-4.9,8.26E-09,9.67E-09,1.18E-08,1.36E-08,1.62E-08,2.08E-08,2.87E-08
-4.85,8.30E-09,9.79E-09,1.21E-08,1.37E-08,1.63E-08,2.11E-08,2.88E-08
-4.8,8.55E-09,1.00E-08,1.22E-08,1.40E-08,1.66E-08,2.14E-08,2.90E-08
-4.75,8.66E-09,1.02E-08,1.25E-08,1.42E-08,1.68E-08,2.16E-08,2.92E-08
-4.7,8.88E-09,1.04E-08,1.26E-08,1.45E-08,1.71E-08,2.19E-08,2.95E-08
-4.65,9.05E-09,1.06E-08,1.28E-08,1.46E-08,1.73E-08,2.20E-08,2.99E-08
-4.6,9.10E-09,1.07E-08,1.30E-08,1.49E-08,1.75E-08,2.23E-08,3.01E-08
-4.55,9.35E-09,1.09E-08,1.32E-08,1.50E-08,1.78E-08,2.26E-08,3.04E-08
-4.5,9.60E-09,1.11E-08,1.34E-08,1.53E-08,1.79E-08,2.29E-08,3.07E-08
-4.45,9.69E-09,1.13E-08,1.36E-08,1.54E-08,1.83E-08,2.31E-08,3.10E-08
-4.4,1.00E-08,1.15E-08,1.38E-08,1.56E-08,1.84E-08,2.33E-08,3.12E-08
-4.35,1.01E-08,1.19E-08,1.39E-08,1.59E-08,1.87E-08,2.36E-08,3.14E-08
-4.3,1.04E-08,1.19E-08,1.42E-08,1.60E-08,1.89E-08,2.38E-08,3.16E-08
-4.25,1.05E-08,1.21E-08,1.43E-08,1.63E-08,1.92E-08,2.41E-08,3.20E-08
-4.2,1.06E-08,1.22E-08,1.46E-08,1.65E-08,1.93E-08,2.42E-08,3.22E-08
-4.15,1.09E-08,1.25E-08,1.47E-08,1.68E-08,1.96E-08,2.46E-08,3.25E-08
-4.1,1.10E-08,1.26E-08,1.50E-08,1.69E-08,1.98E-08,2.47E-08,3.28E-08
-4.05,1.12E-08,1.28E-08,1.51E-08,1.71E-08,2.00E-08,2.51E-08,3.31E-08
-4,1.13E-08,1.29E-08,1.54E-08,1.74E-08,2.03E-08,2.52E-08,3.34E-08
-3.95,1.15E-08,1.32E-08,1.55E-08,1.76E-08,2.05E-08,2.54E-08,3.36E-08
-3.9,1.19E-08,1.34E-08,1.57E-08,1.78E-08,2.07E-08,2.57E-08,3.39E-08
-3.85,1.20E-08,1.35E-08,1.59E-08,1.79E-08,2.10E-08,2.59E-08,3.41E-08
-3.8,1.21E-08,1.38E-08,1.61E-08,1.82E-08,2.12E-08,2.62E-08,3.43E-08
-3.75,1.23E-08,1.39E-08,1.63E-08,1.84E-08,2.14E-08,2.64E-08,3.45E-08
-3.7,1.24E-08,1.41E-08,1.65E-08,1.87E-08,2.17E-08,2.67E-08,3.48E-08
-3.65,1.27E-08,1.43E-08,1.67E-08,1.88E-08,2.19E-08,2.69E-08,3.50E-08
-3.6,1.28E-08,1.45E-08,1.69E-08,1.91E-08,2.21E-08,2.72E-08,3.53E-08
-3.55,1.30E-08,1.47E-08,1.71E-08,1.92E-08,2.23E-08,2.74E-08,3.55E-08
-3.5,1.31E-08,1.49E-08,1.72E-08,1.95E-08,2.26E-08,2.76E-08,3.58E-08
-3.45,1.33E-08,1.50E-08,1.75E-08,1.97E-08,2.28E-08,2.78E-08,3.61E-08
-3.4,1.35E-08,1.52E-08,1.77E-08,1.99E-08,2.30E-08,2.81E-08,3.63E-08
-3.35,1.37E-08,1.54E-08,1.79E-08,2.02E-08,2.33E-08,2.84E-08,3.66E-08
-3.3,1.38E-08,1.55E-08,1.80E-08,2.03E-08,2.34E-08,2.85E-08,3.69E-08
-3.25,1.40E-08,1.58E-08,1.83E-08,2.06E-08,2.37E-08,2.88E-08,3.72E-08
-3.2,1.42E-08,1.60E-08,1.86E-08,2.07E-08,2.39E-08,2.90E-08,3.73E-08
-3.15,1.43E-08,1.62E-08,1.87E-08,2.10E-08,2.42E-08,2.93E-08,3.76E-08
-3.1,1.47E-08,1.63E-08,1.89E-08,2.12E-08,2.43E-08,2.95E-08,3.79E-08
-3.05,1.47E-08,1.66E-08,1.90E-08,2.15E-08,2.46E-08,2.98E-08,3.81E-08
-3,1.50E-08,1.67E-08,1.93E-08,2.15E-08,2.48E-08,3.00E-08,3.83E-08
-2.95,1.51E-08,1.69E-08,1.94E-08,2.19E-08,2.50E-08,3.03E-08,3.87E-08
-2.9,1.53E-08,1.71E-08,1.97E-08,2.20E-08,2.52E-08,3.05E-08,3.88E-08
-2.85,1.54E-08,1.73E-08,1.98E-08,2.23E-08,2.55E-08,3.07E-08,3.94E-08
-2.8,1.56E-08,1.75E-08,2.00E-08,2.25E-08,2.57E-08,3.10E-08,3.95E-08
-2.75,1.58E-08,1.77E-08,2.03E-08,2.27E-08,2.59E-08,3.11E-08,3.97E-08
-2.7,1.60E-08,1.79E-08,2.04E-08,2.29E-08,2.62E-08,3.15E-08,3.99E-08
-2.65,1.60E-08,1.80E-08,2.07E-08,2.30E-08,2.63E-08,3.16E-08,4.01E-08
-2.6,1.63E-08,1.83E-08,2.08E-08,2.33E-08,2.66E-08,3.19E-08,4.04E-08
-2.55,1.65E-08,1.84E-08,2.10E-08,2.35E-08,2.67E-08,3.21E-08,4.07E-08
-2.5,1.67E-08,1.87E-08,2.12E-08,2.37E-08,2.71E-08,3.24E-08,4.10E-08
-2.45,1.68E-08,1.88E-08,2.15E-08,2.39E-08,2.73E-08,3.26E-08,4.11E-08
-2.4,1.71E-08,1.91E-08,2.16E-08,2.41E-08,2.75E-08,3.29E-08,4.15E-08
-2.35,1.72E-08,1.92E-08,2.18E-08,2.43E-08,2.77E-08,3.30E-08,4.17E-08
-2.3,1.74E-08,1.94E-08,2.20E-08,2.45E-08,2.79E-08,3.33E-08,4.21E-08
-2.25,1.76E-08,1.96E-08,2.22E-08,2.48E-08,2.81E-08,3.35E-08,4.22E-08
-2.2,1.77E-08,1.98E-08,2.25E-08,2.49E-08,2.83E-08,3.37E-08,4.23E-08
-2.15,1.79E-08,2.00E-08,2.26E-08,2.52E-08,2.86E-08,3.40E-08,4.26E-08
-2.1,1.80E-08,2.02E-08,2.29E-08,2.53E-08,2.88E-08,3.42E-08,4.29E-08
-2.05,1.82E-08,2.04E-08,2.30E-08,2.56E-08,2.91E-08,3.45E-08,4.34E-08
-2,1.84E-08,2.05E-08,2.32E-08,2.57E-08,2.92E-08,3.46E-08,4.37E-08
-1.95,1.86E-08,2.07E-08,2.34E-08,2.60E-08,2.95E-08,3.50E-08,4.39E-08
-1.9,1.88E-08,2.08E-08,2.36E-08,2.62E-08,2.97E-08,3.51E-08,4.40E-08
-1.85,1.90E-08,2.11E-08,2.38E-08,2.64E-08,2.99E-08,3.54E-08,4.43E-08
-1.8,1.92E-08,2.13E-08,2.39E-08,2.65E-08,3.02E-08,3.56E-08,4.47E-08
-1.75,1.94E-08,2.15E-08,2.42E-08,2.68E-08,3.03E-08,3.58E-08,4.48E-08
-1.7,1.95E-08,2.17E-08,2.43E-08,2.70E-08,3.06E-08,3.60E-08,4.50E-08
-1.65,1.97E-08,2.18E-08,2.46E-08,2.72E-08,3.07E-08,3.63E-08,4.53E-08
-1.6,1.99E-08,2.20E-08,2.47E-08,2.74E-08,3.10E-08,3.65E-08,4.55E-08
-1.55,2.01E-08,2.21E-08,2.49E-08,2.76E-08,3.12E-08,3.67E-08,4.56E-08
-1.5,2.02E-08,2.24E-08,2.50E-08,2.78E-08,3.15E-08,3.69E-08,4.59E-08
-1.45,2.04E-08,2.25E-08,2.53E-08,2.80E-08,3.16E-08,3.71E-08,4.61E-08
-1.4,2.06E-08,2.28E-08,2.54E-08,2.82E-08,3.19E-08,3.73E-08,4.64E-08
-1.35,2.06E-08,2.29E-08,2.57E-08,2.83E-08,3.20E-08,3.76E-08,4.66E-08
-1.3,2.08E-08,2.32E-08,2.59E-08,2.86E-08,3.23E-08,3.78E-08,4.70E-08
-1.25,2.10E-08,2.33E-08,2.60E-08,2.88E-08,3.25E-08,3.81E-08,4.71E-08
-1.2,2.12E-08,2.35E-08,2.63E-08,2.90E-08,3.27E-08,3.83E-08,4.73E-08
-1.15,2.13E-08,2.37E-08,2.64E-08,2.92E-08,3.29E-08,3.85E-08,4.77E-08
-1.1,2.15E-08,2.38E-08,2.66E-08,2.93E-08,3.31E-08,3.87E-08,4.78E-08
-1.05,2.16E-08,2.40E-08,2.67E-08,2.96E-08,3.34E-08,3.90E-08,4.80E-08
-1,2.19E-08,2.42E-08,2.69E-08,2.98E-08,3.35E-08,3.91E-08,4.82E-08
-0.95,2.20E-08,2.44E-08,2.71E-08,3.00E-08,3.38E-08,3.94E-08,4.86E-08
-0.9,2.23E-08,2.45E-08,2.74E-08,3.02E-08,3.39E-08,3.95E-08,4.88E-08
-0.85,2.25E-08,2.48E-08,2.75E-08,3.04E-08,3.42E-08,3.99E-08,4.88E-08
-0.8,2.27E-08,2.49E-08,2.77E-08,3.06E-08,3.44E-08,4.00E-08,4.91E-08
-0.75,2.28E-08,2.51E-08,2.79E-08,3.08E-08,3.46E-08,4.03E-08,4.93E-08
-0.7,2.30E-08,2.52E-08,2.81E-08,3.10E-08,3.47E-08,4.05E-08,4.96E-08
-0.65,2.32E-08,2.54E-08,2.83E-08,3.12E-08,3.50E-08,4.07E-08,4.99E-08
-0.6,2.33E-08,2.56E-08,2.85E-08,3.14E-08,3.52E-08,4.09E-08,5.02E-08
-0.55,2.35E-08,2.57E-08,2.87E-08,3.16E-08,3.54E-08,4.11E-08,5.05E-08
-0.5,2.37E-08,2.60E-08,2.88E-08,3.18E-08,3.56E-08,4.14E-08,5.06E-08
-0.45,2.38E-08,2.61E-08,2.91E-08,3.20E-08,3.58E-08,4.15E-08,5.07E-08
-0.4,2.39E-08,2.64E-08,2.92E-08,3.22E-08,3.60E-08,4.19E-08,5.10E-08
-0.35,2.41E-08,2.65E-08,2.94E-08,3.23E-08,3.62E-08,4.20E-08,5.13E-08
