 Vbg, Id_Vjg=-1.5V, Id_Vjg=-1.25V, Id_Vjg=-1V, Id_Vjg=-0.75V, Id_Vjg=-0.5V, Id_Vjg=-0.25V, Id_Vjg=0V
-0.3,2.43E-08,2.68E-08,2.96E-08,3.26E-08,3.65E-08,4.23E-08,5.15E-08
-0.25,2.45E-08,2.69E-08,2.97E-08,3.28E-08,3.66E-08,4.25E-08,5.18E-08
-0.2,2.47E-08,2.72E-08,2.99E-08,3.30E-08,3.69E-08,4.28E-08,5.19E-08
-0.15,2.50E-08,2.73E-08,3.01E-08,3.33E-08,3.71E-08,4.30E-08,5.22E-08
-0.1,2.51E-08,2.75E-08,3.04E-08,3.34E-08,3.74E-08,4.33E-08,5.25E-08
-0.05,2.54E-08,2.78E-08,3.06E-08,3.37E-08,3.76E-08,4.35E-08,5.27E-08
0,2.55E-08,2.80E-08,3.09E-08,3.39E-08,3.79E-08,4.38E-08,5.30E-08
0.05,2.57E-08,2.83E-08,3.11E-08,3.42E-08,3.81E-08,4.42E-08,5.33E-08
0.1,2.60E-08,2.85E-08,3.14E-08,3.44E-08,3.85E-08,4.45E-08,5.37E-08
0.15,2.63E-08,2.88E-08,3.16E-08,3.48E-08,3.87E-08,4.48E-08,5.40E-08
0.2,2.65E-08,2.90E-08,3.19E-08,3.51E-08,3.91E-08,4.51E-08,5.44E-08
0.25,2.69E-08,2.93E-08,3.22E-08,3.54E-08,3.94E-08,4.54E-08,5.49E-08
0.3,2.70E-08,2.96E-08,3.25E-08,3.57E-08,3.98E-08,4.59E-08,5.52E-08
0.35,2.74E-08,2.99E-08,3.28E-08,3.60E-08,4.01E-08,4.62E-08,5.55E-08
0.4,2.76E-08,3.02E-08,3.31E-08,3.64E-08,4.05E-08,4.66E-08,5.60E-08
0.45,2.80E-08,3.05E-08,3.34E-08,3.67E-08,4.08E-08,4.69E-08,5.63E-08
0.5,2.83E-08,3.08E-08,3.38E-08,3.70E-08,4.12E-08,4.73E-08,5.66E-08
0.55,2.86E-08,3.11E-08,3.41E-08,3.74E-08,4.16E-08,4.77E-08,5.71E-08
0.6,2.88E-08,3.14E-08,3.44E-08,3.77E-08,4.20E-08,4.81E-08,5.77E-08
0.65,2.91E-08,3.17E-08,3.46E-08,3.80E-08,4.23E-08,4.85E-08,5.80E-08
0.7,2.94E-08,3.21E-08,3.50E-08,3.84E-08,4.27E-08,4.89E-08,5.85E-08
0.75,2.98E-08,3.24E-08,3.53E-08,3.87E-08,4.30E-08,4.92E-08,5.87E-08
0.8,3.00E-08,3.27E-08,3.57E-08,3.91E-08,4.34E-08,4.97E-08,5.92E-08
0.85,3.03E-08,3.30E-08,3.60E-08,3.94E-08,4.37E-08,5.00E-08,5.96E-08
0.9,3.06E-08,3.33E-08,3.63E-08,3.99E-08,4.41E-08,5.05E-08,6.01E-08
0.95,3.10E-08,3.37E-08,3.66E-08,4.01E-08,4.45E-08,5.08E-08,6.05E-08
1,3.13E-08,3.40E-08,3.70E-08,4.06E-08,4.49E-08,5.13E-08,6.10E-08
1.05,3.16E-08,3.43E-08,3.73E-08,4.09E-08,4.52E-08,5.16E-08,6.16E-08
1.1,3.19E-08,3.46E-08,3.77E-08,4.12E-08,4.57E-08,5.21E-08,6.19E-08
1.15,3.23E-08,3.50E-08,3.80E-08,4.15E-08,4.60E-08,5.23E-08,6.22E-08
1.2,3.25E-08,3.53E-08,3.83E-08,4.19E-08,4.64E-08,5.29E-08,6.27E-08
1.25,3.30E-08,3.56E-08,3.86E-08,4.22E-08,4.67E-08,5.32E-08,6.31E-08
1.3,3.31E-08,3.60E-08,3.90E-08,4.27E-08,4.72E-08,5.36E-08,6.36E-08
1.35,3.35E-08,3.62E-08,3.93E-08,4.30E-08,4.75E-08,5.40E-08,6.40E-08
1.4,3.37E-08,3.66E-08,3.97E-08,4.34E-08,4.79E-08,5.44E-08,6.44E-08
1.45,3.41E-08,3.69E-08,4.00E-08,4.37E-08,4.82E-08,5.47E-08,6.47E-08
1.5,3.44E-08,3.73E-08,4.03E-08,4.41E-08,4.87E-08,5.52E-08,6.51E-08
1.55,3.47E-08,3.75E-08,4.07E-08,4.44E-08,4.90E-08,5.56E-08,6.55E-08
1.6,3.50E-08,3.79E-08,4.10E-08,4.48E-08,4.94E-08,5.60E-08,6.61E-08
1.65,3.53E-08,3.82E-08,4.13E-08,4.51E-08,4.97E-08,5.64E-08,6.65E-08
1.7,3.56E-08,3.86E-08,4.17E-08,4.55E-08,5.02E-08,5.68E-08,6.69E-08
1.75,3.60E-08,3.89E-08,4.20E-08,4.58E-08,5.05E-08,5.72E-08,6.72E-08
1.8,3.63E-08,3.92E-08,4.23E-08,4.62E-08,5.09E-08,5.76E-08,6.78E-08
1.85,3.65E-08,3.94E-08,4.28E-08,4.65E-08,5.12E-08,5.80E-08,6.80E-08
1.9,3.69E-08,3.98E-08,4.31E-08,4.69E-08,5.17E-08,5.84E-08,6.85E-08
1.95,3.72E-08,4.01E-08,4.34E-08,4.72E-08,5.20E-08,5.88E-08,6.89E-08
2,3.76E-08,4.05E-08,4.37E-08,4.76E-08,5.24E-08,5.92E-08,6.93E-08
2.05,3.78E-08,4.08E-08,4.41E-08,4.79E-08,5.27E-08,5.96E-08,6.98E-08
2.1,3.82E-08,4.11E-08,4.43E-08,4.83E-08,5.31E-08,6.00E-08,7.02E-08
2.15,3.84E-08,4.14E-08,4.47E-08,4.86E-08,5.35E-08,6.03E-08,7.06E-08
2.2,3.87E-08,4.18E-08,4.50E-08,4.90E-08,5.39E-08,6.07E-08,7.12E-08
2.25,3.90E-08,4.21E-08,4.54E-08,4.93E-08,5.42E-08,6.11E-08,7.14E-08
2.3,3.94E-08,4.24E-08,4.57E-08,4.98E-08,5.46E-08,6.15E-08,7.19E-08
2.35,3.96E-08,4.26E-08,4.61E-08,5.00E-08,5.50E-08,6.19E-08,7.23E-08
2.4,4.00E-08,4.30E-08,4.63E-08,5.04E-08,5.53E-08,6.23E-08,7.27E-08
2.45,4.02E-08,4.32E-08,4.67E-08,5.07E-08,5.57E-08,6.27E-08,7.31E-08
2.5,4.06E-08,4.36E-08,4.70E-08,5.11E-08,5.61E-08,6.31E-08,7.35E-08
2.55,4.09E-08,4.39E-08,4.74E-08,5.14E-08,5.64E-08,6.34E-08,7.41E-08
2.6,4.12E-08,4.43E-08,4.76E-08,5.18E-08,5.67E-08,6.38E-08,7.43E-08
2.65,4.15E-08,4.45E-08,4.81E-08,5.21E-08,5.71E-08,6.42E-08,7.48E-08
2.7,4.19E-08,4.49E-08,4.83E-08,5.25E-08,5.75E-08,6.45E-08,7.52E-08
2.75,4.21E-08,4.52E-08,4.87E-08,5.28E-08,5.79E-08,6.50E-08,7.56E-08
2.8,4.25E-08,4.56E-08,4.90E-08,5.32E-08,5.82E-08,6.53E-08,7.61E-08
2.85,4.27E-08,4.59E-08,4.93E-08,5.34E-08,5.86E-08,6.58E-08,7.64E-08
2.9,4.30E-08,4.62E-08,4.96E-08,5.39E-08,5.90E-08,6.61E-08,7.68E-08
2.95,4.34E-08,4.65E-08,5.00E-08,5.42E-08,5.94E-08,6.65E-08,7.73E-08
3,4.37E-08,4.68E-08,5.03E-08,5.46E-08,5.97E-08,6.69E-08,7.75E-08
3.05,4.40E-08,4.71E-08,5.06E-08,5.49E-08,6.01E-08,6.73E-08,7.82E-08
3.1,4.43E-08,4.75E-08,5.10E-08,5.52E-08,6.04E-08,6.77E-08,7.83E-08
3.15,4.45E-08,4.78E-08,5.13E-08,5.56E-08,6.09E-08,6.81E-08,7.88E-08
3.2,4.49E-08,4.81E-08,5.16E-08,5.59E-08,6.11E-08,6.84E-08,7.93E-08
3.25,4.52E-08,4.84E-08,5.19E-08,5.63E-08,6.16E-08,6.88E-08,7.96E-08
3.3,4.54E-08,4.87E-08,5.23E-08,5.66E-08,6.18E-08,6.92E-08,7.99E-08
3.35,4.57E-08,4.91E-08,5.26E-08,5.70E-08,6.23E-08,6.96E-08,8.04E-08
3.4,4.61E-08,4.93E-08,5.29E-08,5.73E-08,6.26E-08,6.99E-08,8.07E-08
3.45,4.64E-08,4.97E-08,5.32E-08,5.77E-08,6.30E-08,7.04E-08,8.13E-08
3.5,4.67E-08,4.99E-08,5.36E-08,5.80E-08,6.33E-08,7.07E-08,8.16E-08
3.55,4.71E-08,5.03E-08,5.39E-08,5.83E-08,6.37E-08,7.11E-08,8.21E-08
3.6,4.73E-08,5.06E-08,5.42E-08,5.87E-08,6.40E-08,7.14E-08,8.26E-08
3.65,4.77E-08,5.10E-08,5.46E-08,5.90E-08,6.45E-08,7.19E-08,8.30E-08
3.7,4.79E-08,5.12E-08,5.49E-08,5.93E-08,6.47E-08,7.22E-08,8.32E-08
3.75,4.83E-08,5.16E-08,5.53E-08,5.97E-08,6.51E-08,7.27E-08,8.36E-08
3.8,4.85E-08,5.18E-08,5.56E-08,6.00E-08,6.54E-08,7.30E-08,8.39E-08
3.85,4.89E-08,5.22E-08,5.59E-08,6.04E-08,6.58E-08,7.34E-08,8.45E-08
3.9,4.91E-08,5.25E-08,5.62E-08,6.07E-08,6.61E-08,7.37E-08,8.48E-08
3.95,4.95E-08,5.29E-08,5.65E-08,6.12E-08,6.66E-08,7.41E-08,8.52E-08
4,4.97E-08,5.31E-08,5.69E-08,6.14E-08,6.68E-08,7.45E-08,8.55E-08
4.05,5.00E-08,5.35E-08,5.71E-08,6.18E-08,6.73E-08,7.49E-08,8.62E-08
4.1,5.03E-08,5.37E-08,5.75E-08,6.21E-08,6.76E-08,7.52E-08,8.64E-08
4.15,5.06E-08,5.41E-08,5.78E-08,6.25E-08,6.79E-08,7.56E-08,8.68E-08
4.2,5.09E-08,5.43E-08,5.82E-08,6.27E-08,6.83E-08,7.60E-08,8.72E-08
4.25,5.12E-08,5.47E-08,5.84E-08,6.32E-08,6.87E-08,7.63E-08,8.78E-08
4.3,5.15E-08,5.49E-08,5.88E-08,6.34E-08,6.90E-08,7.68E-08,8.81E-08
4.35,5.18E-08,5.53E-08,5.90E-08,6.38E-08,6.94E-08,7.71E-08,8.85E-08
4.4,5.21E-08,5.56E-08,5.94E-08,6.42E-08,6.97E-08,7.75E-08,8.89E-08
4.45,5.24E-08,5.59E-08,5.97E-08,6.45E-08,7.01E-08,7.78E-08,8.92E-08
4.5,5.27E-08,5.62E-08,6.00E-08,6.48E-08,7.04E-08,7.82E-08,8.96E-08
4.55,5.30E-08,5.66E-08,6.04E-08,6.52E-08,7.08E-08,7.86E-08,9.00E-08
4.6,5.33E-08,5.68E-08,6.07E-08,6.54E-08,7.11E-08,7.90E-08,9.03E-08
4.65,5.36E-08,5.72E-08,6.09E-08,6.58E-08,7.15E-08,7.93E-08,9.07E-08
4.7,5.39E-08,5.74E-08,6.13E-08,6.61E-08,7.18E-08,7.97E-08,9.11E-08
4.75,5.42E-08,5.77E-08,6.16E-08,6.65E-08,7.22E-08,8.01E-08,9.16E-08
4.8,5.45E-08,5.80E-08,6.20E-08,6.68E-08,7.25E-08,8.04E-08,9.20E-08
4.85,5.49E-08,5.84E-08,6.22E-08,6.71E-08,7.29E-08,8.07E-08,9.24E-08
4.9,5.51E-08,5.87E-08,6.26E-08,6.74E-08,7.32E-08,8.11E-08,9.28E-08
4.95,5.54E-08,5.90E-08,6.28E-08,6.78E-08,7.36E-08,8.15E-08,9.31E-08
5,5.57E-08,5.93E-08,6.32E-08,6.81E-08,7.39E-08,8.19E-08,9.35E-08
5.05,5.60E-08,5.96E-08,6.34E-08,6.84E-08,7.43E-08,8.22E-08,9.38E-08
5.1,5.63E-08,5.99E-08,6.39E-08,6.87E-08,7.46E-08,8.26E-08,9.41E-08
5.15,5.65E-08,6.02E-08,6.41E-08,6.91E-08,7.50E-08,8.29E-08,9.45E-08
5.2,5.70E-08,6.05E-08,6.45E-08,6.95E-08,7.53E-08,8.34E-08,9.50E-08
5.25,5.72E-08,6.08E-08,6.47E-08,6.98E-08,7.56E-08,8.36E-08,9.52E-08
5.3,5.75E-08,6.11E-08,6.51E-08,7.01E-08,7.60E-08,8.40E-08,9.57E-08
5.35,5.77E-08,6.14E-08,6.54E-08,7.04E-08,7.63E-08,8.43E-08,9.61E-08
5.4,5.81E-08,6.17E-08,6.57E-08,7.07E-08,7.66E-08,8.48E-08,9.66E-08
5.45,5.84E-08,6.20E-08,6.59E-08,7.11E-08,7.70E-08,8.50E-08,9.69E-08
5.5,5.87E-08,6.23E-08,6.63E-08,7.14E-08,7.73E-08,8.55E-08,9.73E-08
5.55,5.90E-08,6.26E-08,6.66E-08,7.17E-08,7.76E-08,8.57E-08,9.76E-08
5.6,5.93E-08,6.29E-08,6.70E-08,7.20E-08,7.80E-08,8.62E-08,9.80E-08
5.65,5.95E-08,6.32E-08,6.72E-08,7.24E-08,7.83E-08,8.65E-08,9.84E-08
5.7,5.98E-08,6.35E-08,6.76E-08,7.26E-08,7.87E-08,8.70E-08,9.88E-08
5.75,6.00E-08,6.38E-08,6.78E-08,7.30E-08,7.90E-08,8.73E-08,9.93E-08
5.8,6.04E-08,6.41E-08,6.82E-08,7.33E-08,7.94E-08,8.76E-08,9.96E-08
5.85,6.07E-08,6.44E-08,6.85E-08,7.36E-08,7.96E-08,8.79E-08,9.99E-08
5.9,6.10E-08,6.47E-08,6.88E-08,7.39E-08,8.01E-08,8.83E-08,1.00E-07
5.95,6.13E-08,6.50E-08,6.91E-08,7.43E-08,8.03E-08,8.87E-08,1.01E-07
6,6.15E-08,6.53E-08,6.94E-08,7.46E-08,8.08E-08,8.91E-08,1.01E-07
6.05,6.18E-08,6.56E-08,6.97E-08,7.49E-08,8.10E-08,8.93E-08,1.02E-07
6.1,6.21E-08,6.59E-08,7.00E-08,7.52E-08,8.14E-08,8.98E-08,1.02E-07
6.15,6.24E-08,6.62E-08,7.03E-08,7.55E-08,8.17E-08,9.01E-08,1.02E-07
6.2,6.27E-08,6.65E-08,7.06E-08,7.59E-08,8.21E-08,9.05E-08,1.03E-07
6.25,6.30E-08,6.68E-08,7.09E-08,7.61E-08,8.23E-08,9.08E-08,1.03E-07
6.3,6.33E-08,6.71E-08,7.13E-08,7.65E-08,8.27E-08,9.12E-08,1.03E-07
6.35,6.36E-08,6.74E-08,7.16E-08,7.68E-08,8.30E-08,9.15E-08,1.04E-07
6.4,6.39E-08,6.77E-08,7.18E-08,7.72E-08,8.34E-08,9.19E-08,1.04E-07
6.45,6.41E-08,6.80E-08,7.21E-08,7.74E-08,8.37E-08,9.22E-08,1.05E-07
6.5,6.45E-08,6.83E-08,7.25E-08,7.78E-08,8.41E-08,9.26E-08,1.05E-07
6.55,6.48E-08,6.85E-08,7.28E-08,7.80E-08,8.44E-08,9.29E-08,1.05E-07
6.6,6.50E-08,6.88E-08,7.31E-08,7.84E-08,8.47E-08,9.32E-08,1.06E-07
6.65,6.53E-08,6.91E-08,7.34E-08,7.87E-08,8.51E-08,9.36E-08,1.06E-07
6.7,6.55E-08,6.94E-08,7.37E-08,7.91E-08,8.54E-08,9.40E-08,1.06E-07
6.75,6.59E-08,6.97E-08,7.40E-08,7.93E-08,8.57E-08,9.43E-08,1.07E-07
6.8,6.61E-08,7.01E-08,7.43E-08,7.97E-08,8.60E-08,9.47E-08,1.07E-07
6.85,6.65E-08,7.02E-08,7.46E-08,8.00E-08,8.64E-08,9.50E-08,1.08E-07
6.9,6.67E-08,7.06E-08,7.49E-08,8.03E-08,8.68E-08,9.54E-08,1.08E-07
6.95,6.71E-08,7.08E-08,7.52E-08,8.06E-08,8.71E-08,9.57E-08,1.08E-07
7,6.72E-08,7.12E-08,7.54E-08,8.10E-08,8.74E-08,9.60E-08,1.09E-07
7.05,6.75E-08,7.15E-08,7.58E-08,8.12E-08,8.78E-08,9.64E-08,1.09E-07
7.1,6.79E-08,7.18E-08,7.60E-08,8.15E-08,8.80E-08,9.67E-08,1.09E-07
7.15,6.82E-08,7.20E-08,7.63E-08,8.18E-08,8.84E-08,9.71E-08,1.10E-07
7.2,6.83E-08,7.24E-08,7.66E-08,8.21E-08,8.86E-08,9.73E-08,1.10E-07
7.25,6.87E-08,7.26E-08,7.70E-08,8.24E-08,8.90E-08,9.78E-08,1.10E-07
7.3,6.89E-08,7.30E-08,7.72E-08,8.28E-08,8.93E-08,9.81E-08,1.11E-07
7.35,6.93E-08,7.32E-08,7.76E-08,8.30E-08,8.97E-08,9.84E-08,1.11E-07
7.4,6.95E-08,7.35E-08,7.78E-08,8.33E-08,9.00E-08,9.90E-08,1.12E-07
7.45,6.98E-08,7.37E-08,7.82E-08,8.37E-08,9.04E-08,9.92E-08,1.12E-07
7.5,7.00E-08,7.41E-08,7.84E-08,8.40E-08,9.06E-08,9.95E-08,1.12E-07
7.55,7.03E-08,7.44E-08,7.88E-08,8.44E-08,9.10E-08,1.00E-07,1.13E-07
7.6,7.06E-08,7.47E-08,7.90E-08,8.47E-08,9.13E-08,1.00E-07,1.13E-07
7.65,7.09E-08,7.49E-08,7.94E-08,8.50E-08,9.16E-08,1.01E-07,1.13E-07
7.7,7.12E-08,7.52E-08,7.97E-08,8.53E-08,9.18E-08,1.01E-07,1.14E-07
7.75,7.14E-08,7.55E-08,8.00E-08,8.55E-08,9.23E-08,1.01E-07,1.14E-07
7.8,7.17E-08,7.59E-08,8.03E-08,8.58E-08,9.26E-08,1.02E-07,1.15E-07
7.85,7.19E-08,7.60E-08,8.06E-08,8.62E-08,9.30E-08,1.02E-07,1.15E-07
7.9,7.23E-08,7.63E-08,8.09E-08,8.65E-08,9.32E-08,1.02E-07,1.16E-07
7.95,7.25E-08,7.65E-08,8.12E-08,8.67E-08,9.36E-08,1.03E-07,1.16E-07
8,7.28E-08,7.69E-08,8.14E-08,8.70E-08,9.38E-08,1.03E-07,1.16E-07
8.05,7.31E-08,7.71E-08,8.18E-08,8.73E-08,9.43E-08,1.03E-07,1.16E-07
8.1,7.33E-08,7.75E-08,8.20E-08,8.76E-08,9.45E-08,1.04E-07,1.16E-07
8.15,7.37E-08,7.77E-08,8.23E-08,8.80E-08,9.49E-08,1.04E-07,1.17E-07
8.2,7.39E-08,7.80E-08,8.26E-08,8.83E-08,9.52E-08,1.04E-07,1.17E-07
8.25,7.41E-08,7.83E-08,8.29E-08,8.86E-08,9.56E-08,1.05E-07,1.17E-07
8.3,7.44E-08,7.87E-08,8.32E-08,8.89E-08,9.58E-08,1.05E-07,1.18E-07
8.35,7.47E-08,7.89E-08,8.35E-08,8.92E-08,9.62E-08,1.05E-07,1.18E-07
8.4,7.50E-08,7.92E-08,8.38E-08,8.95E-08,9.65E-08,1.06E-07,1.18E-07
8.45,7.53E-08,7.95E-08,8.41E-08,8.98E-08,9.68E-08,1.06E-07,1.19E-07
8.5,7.56E-08,7.98E-08,8.44E-08,9.00E-08,9.71E-08,1.06E-07,1.19E-07
8.55,7.57E-08,8.01E-08,8.47E-08,9.04E-08,9.74E-08,1.07E-07,1.19E-07
8.6,7.61E-08,8.03E-08,8.50E-08,9.07E-08,9.76E-08,1.07E-07,1.20E-07
8.65,7.63E-08,8.06E-08,8.53E-08,9.10E-08,9.81E-08,1.07E-07,1.20E-07
8.7,7.66E-08,8.09E-08,8.56E-08,9.13E-08,9.83E-08,1.08E-07,1.21E-07
8.75,7.68E-08,8.12E-08,8.58E-08,9.16E-08,9.87E-08,1.08E-07,1.21E-07
8.8,7.72E-08,8.15E-08,8.61E-08,9.19E-08,9.90E-08,1.08E-07,1.21E-07
8.85,7.74E-08,8.17E-08,8.64E-08,9.22E-08,9.93E-08,1.09E-07,1.22E-07
8.9,7.78E-08,8.20E-08,8.67E-08,9.25E-08,9.96E-08,1.09E-07,1.22E-07
8.95,7.80E-08,8.23E-08,8.70E-08,9.28E-08,9.99E-08,1.09E-07,1.22E-07
9,7.83E-08,8.26E-08,8.74E-08,9.31E-08,1.00E-07,1.10E-07,1.23E-07
9.05,7.85E-08,8.28E-08,8.76E-08,9.35E-08,1.00E-07,1.10E-07,1.23E-07
9.1,7.89E-08,8.31E-08,8.79E-08,9.37E-08,1.01E-07,1.10E-07,1.23E-07
9.15,7.90E-08,8.34E-08,8.82E-08,9.40E-08,1.01E-07,1.11E-07,1.24E-07
9.2,7.94E-08,8.37E-08,8.85E-08,9.43E-08,1.01E-07,1.11E-07,1.24E-07
9.25,7.95E-08,8.39E-08,8.87E-08,9.47E-08,1.02E-07,1.11E-07,1.24E-07
9.3,7.99E-08,8.42E-08,8.91E-08,9.49E-08,1.02E-07,1.12E-07,1.25E-07
9.35,8.02E-08,8.45E-08,8.93E-08,9.53E-08,1.02E-07,1.12E-07,1.25E-07
9.4,8.05E-08,8.48E-08,8.96E-08,9.55E-08,1.03E-07,1.12E-07,1.26E-07
9.45,8.07E-08,8.51E-08,8.98E-08,9.59E-08,1.03E-07,1.12E-07,1.26E-07
9.5,8.10E-08,8.54E-08,9.01E-08,9.60E-08,1.03E-07,1.13E-07,1.26E-07
9.55,8.12E-08,8.57E-08,9.04E-08,9.64E-08,1.04E-07,1.13E-07,1.26E-07
9.6,8.15E-08,8.58E-08,9.07E-08,9.66E-08,1.04E-07,1.13E-07,1.27E-07
9.65,8.17E-08,8.62E-08,9.09E-08,9.69E-08,1.04E-07,1.14E-07,1.27E-07
9.7,8.20E-08,8.64E-08,9.13E-08,9.71E-08,1.05E-07,1.14E-07,1.27E-07
9.75,8.23E-08,8.67E-08,9.15E-08,9.75E-08,1.05E-07,1.14E-07,1.28E-07
9.8,8.26E-08,8.69E-08,9.19E-08,9.78E-08,1.05E-07,1.15E-07,1.28E-07
9.85,8.28E-08,8.72E-08,9.22E-08,9.82E-08,1.05E-07,1.15E-07,1.29E-07
