 Vbg, Id_Vjg=-1.5V, Id_Vjg=-1.25V, Id_Vjg=-1V, Id_Vjg=-0.75V, Id_Vjg=-0.5V, Id_Vjg=-0.25V, Id_Vjg=0V
9.9,8.31E-08,8.75E-08,9.25E-08,9.84E-08,1.06E-07,1.16E-07,1.29E-07
9.95,8.33E-08,8.78E-08,9.26E-08,9.88E-08,1.06E-07,1.16E-07,1.30E-07
10,8.36E-08,8.80E-08,9.30E-08,9.90E-08,1.06E-07,1.16E-07,1.30E-07
10.05,8.39E-08,8.84E-08,9.33E-08,9.93E-08,1.07E-07,1.16E-07,1.30E-07
10.1,8.41E-08,8.86E-08,9.36E-08,9.96E-08,1.07E-07,1.17E-07,1.30E-07
10.15,8.44E-08,8.89E-08,9.39E-08,9.99E-08,1.07E-07,1.17E-07,1.31E-07
10.2,8.47E-08,8.92E-08,9.41E-08,1.00E-07,1.08E-07,1.17E-07,1.31E-07
10.25,8.49E-08,8.95E-08,9.44E-08,1.01E-07,1.08E-07,1.17E-07,1.31E-07
10.3,8.51E-08,8.97E-08,9.47E-08,1.01E-07,1.08E-07,1.18E-07,1.32E-07
10.35,8.54E-08,9.00E-08,9.49E-08,1.01E-07,1.08E-07,1.18E-07,1.32E-07
10.4,8.56E-08,9.02E-08,9.52E-08,1.01E-07,1.09E-07,1.18E-07,1.32E-07
10.45,8.60E-08,9.05E-08,9.54E-08,1.02E-07,1.09E-07,1.19E-07,1.33E-07
10.5,8.61E-08,9.08E-08,9.59E-08,1.02E-07,1.09E-07,1.19E-07,1.33E-07
10.55,8.64E-08,9.11E-08,9.60E-08,1.02E-07,1.10E-07,1.19E-07,1.33E-07
10.6,8.66E-08,9.13E-08,9.63E-08,1.02E-07,1.10E-07,1.20E-07,1.34E-07
10.65,8.70E-08,9.16E-08,9.66E-08,1.03E-07,1.10E-07,1.20E-07,1.34E-07
10.7,8.71E-08,9.19E-08,9.69E-08,1.03E-07,1.11E-07,1.20E-07,1.35E-07
10.75,8.74E-08,9.22E-08,9.71E-08,1.03E-07,1.11E-07,1.21E-07,1.35E-07
10.8,8.77E-08,9.25E-08,9.75E-08,1.04E-07,1.11E-07,1.21E-07,1.35E-07
10.85,8.80E-08,9.27E-08,9.77E-08,1.04E-07,1.12E-07,1.21E-07,1.35E-07
10.9,8.82E-08,9.29E-08,9.81E-08,1.04E-07,1.12E-07,1.21E-07,1.36E-07
10.95,8.85E-08,9.33E-08,9.83E-08,1.04E-07,1.12E-07,1.22E-07,1.36E-07
11,8.87E-08,9.35E-08,9.87E-08,1.05E-07,1.13E-07,1.22E-07,1.36E-07
11.05,8.89E-08,9.38E-08,9.89E-08,1.05E-07,1.13E-07,1.22E-07,1.37E-07
11.1,8.92E-08,9.40E-08,9.92E-08,1.05E-07,1.13E-07,1.23E-07,1.37E-07
11.15,8.95E-08,9.43E-08,9.94E-08,1.06E-07,1.13E-07,1.23E-07,1.38E-07
11.2,8.97E-08,9.45E-08,9.97E-08,1.06E-07,1.14E-07,1.23E-07,1.38E-07
11.25,9.00E-08,9.48E-08,1.00E-07,1.06E-07,1.14E-07,1.24E-07,1.38E-07
11.3,9.02E-08,9.51E-08,1.00E-07,1.06E-07,1.14E-07,1.24E-07,1.38E-07
11.35,9.05E-08,9.53E-08,1.01E-07,1.07E-07,1.14E-07,1.24E-07,1.39E-07
11.4,9.07E-08,9.56E-08,1.01E-07,1.07E-07,1.15E-07,1.25E-07,1.39E-07
11.45,9.10E-08,9.59E-08,1.01E-07,1.07E-07,1.15E-07,1.25E-07,1.40E-07
11.5,9.13E-08,9.62E-08,1.01E-07,1.08E-07,1.16E-07,1.25E-07,1.40E-07
11.55,9.16E-08,9.64E-08,1.02E-07,1.08E-07,1.16E-07,1.26E-07,1.40E-07
11.6,9.19E-08,9.67E-08,1.02E-07,1.08E-07,1.16E-07,1.26E-07,1.41E-07
11.65,9.21E-08,9.70E-08,1.02E-07,1.08E-07,1.16E-07,1.26E-07,1.41E-07
11.7,9.24E-08,9.72E-08,1.02E-07,1.09E-07,1.16E-07,1.26E-07,1.41E-07
11.75,9.26E-08,9.75E-08,1.03E-07,1.09E-07,1.17E-07,1.27E-07,1.41E-07
11.8,9.30E-08,9.78E-08,1.03E-07,1.09E-07,1.17E-07,1.27E-07,1.42E-07
11.85,9.31E-08,9.80E-08,1.03E-07,1.10E-07,1.17E-07,1.27E-07,1.42E-07
11.9,9.34E-08,9.83E-08,1.03E-07,1.10E-07,1.17E-07,1.28E-07,1.43E-07
11.95,9.36E-08,9.85E-08,1.04E-07,1.10E-07,1.18E-07,1.28E-07,1.43E-07
12,9.39E-08,9.88E-08,1.04E-07,1.10E-07,1.18E-07,1.28E-07,1.43E-07
12.05,9.40E-08,9.91E-08,1.04E-07,1.11E-07,1.18E-07,1.29E-07,1.44E-07
12.1,9.44E-08,9.93E-08,1.04E-07,1.11E-07,1.18E-07,1.29E-07,1.44E-07
12.15,9.46E-08,9.96E-08,1.05E-07,1.11E-07,1.19E-07,1.29E-07,1.44E-07
12.2,9.50E-08,9.99E-08,1.05E-07,1.12E-07,1.19E-07,1.30E-07,1.44E-07
12.25,9.51E-08,1.00E-07,1.05E-07,1.12E-07,1.19E-07,1.30E-07,1.45E-07
12.3,9.55E-08,1.00E-07,1.06E-07,1.12E-07,1.20E-07,1.30E-07,1.45E-07
12.35,9.57E-08,1.01E-07,1.06E-07,1.12E-07,1.20E-07,1.30E-07,1.46E-07
12.4,9.60E-08,1.01E-07,1.06E-07,1.13E-07,1.20E-07,1.31E-07,1.46E-07
12.45,9.62E-08,1.01E-07,1.07E-07,1.13E-07,1.21E-07,1.31E-07,1.46E-07
12.5,9.65E-08,1.01E-07,1.07E-07,1.13E-07,1.21E-07,1.31E-07,1.47E-07
12.55,9.67E-08,1.02E-07,1.07E-07,1.14E-07,1.21E-07,1.32E-07,1.47E-07
12.6,9.70E-08,1.02E-07,1.07E-07,1.14E-07,1.21E-07,1.32E-07,1.47E-07
12.65,9.72E-08,1.02E-07,1.08E-07,1.14E-07,1.22E-07,1.32E-07,1.48E-07
12.7,9.74E-08,1.03E-07,1.08E-07,1.14E-07,1.22E-07,1.33E-07,1.48E-07
12.75,9.78E-08,1.03E-07,1.08E-07,1.15E-07,1.22E-07,1.33E-07,1.48E-07
12.8,9.79E-08,1.03E-07,1.08E-07,1.15E-07,1.23E-07,1.33E-07,1.48E-07
12.85,9.82E-08,1.03E-07,1.09E-07,1.15E-07,1.23E-07,1.33E-07,1.49E-07
12.9,9.85E-08,1.04E-07,1.09E-07,1.16E-07,1.23E-07,1.34E-07,1.49E-07
12.95,9.87E-08,1.04E-07,1.09E-07,1.16E-07,1.23E-07,1.34E-07,1.50E-07
13,9.89E-08,1.04E-07,1.09E-07,1.16E-07,1.24E-07,1.35E-07,1.50E-07
13.05,9.92E-08,1.04E-07,1.10E-07,1.16E-07,1.24E-07,1.35E-07,1.50E-07
13.1,9.95E-08,1.05E-07,1.10E-07,1.16E-07,1.24E-07,1.35E-07,1.51E-07
13.15,9.97E-08,1.05E-07,1.10E-07,1.17E-07,1.25E-07,1.35E-07,1.51E-07
13.2,1.00E-07,1.05E-07,1.10E-07,1.17E-07,1.25E-07,1.36E-07,1.51E-07
13.25,1.00E-07,1.05E-07,1.11E-07,1.17E-07,1.25E-07,1.36E-07,1.51E-07
13.3,1.00E-07,1.06E-07,1.11E-07,1.17E-07,1.26E-07,1.36E-07,1.52E-07
13.35,1.01E-07,1.06E-07,1.11E-07,1.18E-07,1.26E-07,1.37E-07,1.52E-07
13.4,1.01E-07,1.06E-07,1.12E-07,1.18E-07,1.26E-07,1.37E-07,1.52E-07
13.45,1.01E-07,1.06E-07,1.12E-07,1.18E-07,1.26E-07,1.37E-07,1.53E-07
13.5,1.01E-07,1.07E-07,1.12E-07,1.18E-07,1.27E-07,1.38E-07,1.53E-07
13.55,1.02E-07,1.07E-07,1.12E-07,1.19E-07,1.27E-07,1.38E-07,1.54E-07
13.6,1.02E-07,1.07E-07,1.12E-07,1.19E-07,1.27E-07,1.38E-07,1.54E-07
13.65,1.02E-07,1.07E-07,1.13E-07,1.19E-07,1.28E-07,1.38E-07,1.54E-07
13.7,1.02E-07,1.08E-07,1.13E-07,1.19E-07,1.28E-07,1.38E-07,1.55E-07
13.75,1.03E-07,1.08E-07,1.13E-07,1.20E-07,1.28E-07,1.39E-07,1.55E-07
13.8,1.03E-07,1.08E-07,1.14E-07,1.20E-07,1.28E-07,1.39E-07,1.55E-07
13.85,1.03E-07,1.08E-07,1.14E-07,1.20E-07,1.29E-07,1.39E-07,1.56E-07
13.9,1.03E-07,1.09E-07,1.14E-07,1.21E-07,1.29E-07,1.40E-07,1.56E-07
13.95,1.04E-07,1.09E-07,1.14E-07,1.21E-07,1.29E-07,1.40E-07,1.56E-07
14,1.04E-07,1.09E-07,1.15E-07,1.21E-07,1.30E-07,1.40E-07,1.56E-07
14.05,1.04E-07,1.09E-07,1.15E-07,1.21E-07,1.30E-07,1.41E-07,1.57E-07
14.1,1.04E-07,1.10E-07,1.15E-07,1.22E-07,1.30E-07,1.41E-07,1.57E-07
14.15,1.05E-07,1.10E-07,1.16E-07,1.22E-07,1.30E-07,1.41E-07,1.57E-07
14.2,1.05E-07,1.10E-07,1.16E-07,1.22E-07,1.31E-07,1.41E-07,1.58E-07
14.25,1.05E-07,1.10E-07,1.16E-07,1.22E-07,1.31E-07,1.42E-07,1.58E-07
14.3,1.05E-07,1.11E-07,1.16E-07,1.23E-07,1.31E-07,1.42E-07,1.58E-07
14.35,1.06E-07,1.11E-07,1.16E-07,1.23E-07,1.32E-07,1.42E-07,1.58E-07
14.4,1.06E-07,1.11E-07,1.17E-07,1.23E-07,1.32E-07,1.43E-07,1.59E-07
14.45,1.06E-07,1.11E-07,1.17E-07,1.23E-07,1.32E-07,1.43E-07,1.59E-07
14.5,1.06E-07,1.12E-07,1.17E-07,1.24E-07,1.32E-07,1.43E-07,1.59E-07
14.55,1.07E-07,1.12E-07,1.17E-07,1.24E-07,1.33E-07,1.44E-07,1.60E-07
14.6,1.07E-07,1.12E-07,1.17E-07,1.24E-07,1.33E-07,1.44E-07,1.60E-07
14.65,1.07E-07,1.12E-07,1.18E-07,1.24E-07,1.33E-07,1.44E-07,1.61E-07
14.7,1.07E-07,1.12E-07,1.18E-07,1.25E-07,1.33E-07,1.45E-07,1.61E-07
14.75,1.08E-07,1.13E-07,1.18E-07,1.25E-07,1.34E-07,1.45E-07,1.61E-07
14.8,1.08E-07,1.13E-07,1.18E-07,1.25E-07,1.34E-07,1.45E-07,1.62E-07
14.85,1.08E-07,1.13E-07,1.19E-07,1.25E-07,1.34E-07,1.45E-07,1.62E-07
14.9,1.08E-07,1.14E-07,1.19E-07,1.26E-07,1.35E-07,1.46E-07,1.62E-07
14.95,1.09E-07,1.14E-07,1.19E-07,1.26E-07,1.35E-07,1.46E-07,1.63E-07
15,1.09E-07,1.14E-07,1.19E-07,1.26E-07,1.35E-07,1.46E-07,1.63E-07
15.05,1.09E-07,1.14E-07,1.20E-07,1.26E-07,1.36E-07,1.47E-07,1.63E-07
15.1,1.09E-07,1.15E-07,1.20E-07,1.27E-07,1.36E-07,1.47E-07,1.63E-07
15.15,1.09E-07,1.15E-07,1.20E-07,1.27E-07,1.36E-07,1.47E-07,1.63E-07
15.2,1.10E-07,1.15E-07,1.21E-07,1.27E-07,1.36E-07,1.47E-07,1.64E-07
15.25,1.10E-07,1.16E-07,1.21E-07,1.28E-07,1.37E-07,1.48E-07,1.64E-07
15.3,1.10E-07,1.16E-07,1.21E-07,1.28E-07,1.37E-07,1.48E-07,1.64E-07
15.35,1.10E-07,1.16E-07,1.21E-07,1.28E-07,1.37E-07,1.48E-07,1.65E-07
15.4,1.11E-07,1.16E-07,1.21E-07,1.28E-07,1.37E-07,1.49E-07,1.65E-07
15.45,1.11E-07,1.16E-07,1.22E-07,1.29E-07,1.38E-07,1.49E-07,1.65E-07
15.5,1.11E-07,1.16E-07,1.22E-07,1.29E-07,1.38E-07,1.49E-07,1.66E-07
15.55,1.11E-07,1.17E-07,1.22E-07,1.29E-07,1.38E-07,1.49E-07,1.66E-07
15.6,1.12E-07,1.17E-07,1.23E-07,1.29E-07,1.38E-07,1.50E-07,1.67E-07
15.65,1.12E-07,1.17E-07,1.23E-07,1.30E-07,1.39E-07,1.50E-07,1.67E-07
15.7,1.12E-07,1.17E-07,1.23E-07,1.30E-07,1.39E-07,1.50E-07,1.67E-07
15.75,1.12E-07,1.18E-07,1.23E-07,1.30E-07,1.39E-07,1.51E-07,1.68E-07
15.8,1.13E-07,1.18E-07,1.24E-07,1.31E-07,1.39E-07,1.51E-07,1.68E-07
15.85,1.13E-07,1.18E-07,1.24E-07,1.31E-07,1.40E-07,1.51E-07,1.68E-07
15.9,1.13E-07,1.18E-07,1.24E-07,1.31E-07,1.40E-07,1.52E-07,1.68E-07
15.95,1.13E-07,1.18E-07,1.24E-07,1.31E-07,1.40E-07,1.52E-07,1.69E-07
16,1.14E-07,1.19E-07,1.25E-07,1.32E-07,1.41E-07,1.52E-07,1.69E-07
16.05,1.14E-07,1.19E-07,1.25E-07,1.32E-07,1.41E-07,1.52E-07,1.70E-07
16.1,1.14E-07,1.19E-07,1.25E-07,1.32E-07,1.41E-07,1.53E-07,1.70E-07
16.15,1.14E-07,1.19E-07,1.25E-07,1.32E-07,1.41E-07,1.53E-07,1.70E-07
16.2,1.15E-07,1.20E-07,1.26E-07,1.33E-07,1.42E-07,1.53E-07,1.70E-07
16.25,1.15E-07,1.20E-07,1.26E-07,1.33E-07,1.42E-07,1.54E-07,1.71E-07
16.3,1.15E-07,1.20E-07,1.26E-07,1.33E-07,1.42E-07,1.54E-07,1.71E-07
16.35,1.15E-07,1.21E-07,1.26E-07,1.33E-07,1.42E-07,1.54E-07,1.71E-07
16.4,1.16E-07,1.21E-07,1.27E-07,1.34E-07,1.43E-07,1.54E-07,1.72E-07
16.45,1.16E-07,1.21E-07,1.27E-07,1.34E-07,1.43E-07,1.55E-07,1.72E-07
16.5,1.16E-07,1.21E-07,1.27E-07,1.34E-07,1.43E-07,1.55E-07,1.72E-07
16.55,1.16E-07,1.21E-07,1.27E-07,1.35E-07,1.43E-07,1.55E-07,1.72E-07
16.6,1.16E-07,1.22E-07,1.27E-07,1.35E-07,1.44E-07,1.56E-07,1.73E-07
16.65,1.17E-07,1.22E-07,1.28E-07,1.35E-07,1.44E-07,1.56E-07,1.73E-07
16.7,1.17E-07,1.22E-07,1.28E-07,1.35E-07,1.44E-07,1.56E-07,1.74E-07
16.75,1.17E-07,1.23E-07,1.28E-07,1.36E-07,1.44E-07,1.57E-07,1.74E-07
16.8,1.17E-07,1.23E-07,1.29E-07,1.36E-07,1.45E-07,1.57E-07,1.74E-07
16.85,1.17E-07,1.23E-07,1.29E-07,1.36E-07,1.45E-07,1.57E-07,1.74E-07
16.9,1.18E-07,1.23E-07,1.29E-07,1.36E-07,1.45E-07,1.57E-07,1.74E-07
16.95,1.18E-07,1.23E-07,1.29E-07,1.37E-07,1.46E-07,1.58E-07,1.75E-07
17,1.18E-07,1.24E-07,1.30E-07,1.37E-07,1.46E-07,1.58E-07,1.75E-07
17.05,1.18E-07,1.24E-07,1.30E-07,1.37E-07,1.46E-07,1.58E-07,1.75E-07
17.1,1.19E-07,1.24E-07,1.30E-07,1.37E-07,1.46E-07,1.59E-07,1.76E-07
17.15,1.19E-07,1.24E-07,1.30E-07,1.38E-07,1.47E-07,1.59E-07,1.76E-07
17.2,1.19E-07,1.25E-07,1.30E-07,1.38E-07,1.47E-07,1.59E-07,1.76E-07
17.25,1.19E-07,1.25E-07,1.31E-07,1.38E-07,1.47E-07,1.60E-07,1.77E-07
17.3,1.19E-07,1.25E-07,1.31E-07,1.38E-07,1.47E-07,1.60E-07,1.77E-07
17.35,1.20E-07,1.25E-07,1.31E-07,1.39E-07,1.48E-07,1.60E-07,1.77E-07
17.4,1.20E-07,1.26E-07,1.32E-07,1.39E-07,1.48E-07,1.60E-07,1.78E-07
17.45,1.20E-07,1.26E-07,1.32E-07,1.39E-07,1.48E-07,1.61E-07,1.78E-07
17.5,1.21E-07,1.26E-07,1.32E-07,1.39E-07,1.49E-07,1.61E-07,1.78E-07
17.55,1.21E-07,1.26E-07,1.32E-07,1.40E-07,1.49E-07,1.61E-07,1.79E-07
17.6,1.21E-07,1.27E-07,1.33E-07,1.40E-07,1.49E-07,1.61E-07,1.79E-07
17.65,1.21E-07,1.27E-07,1.33E-07,1.40E-07,1.49E-07,1.62E-07,1.79E-07
17.7,1.21E-07,1.27E-07,1.33E-07,1.41E-07,1.49E-07,1.62E-07,1.79E-07
17.75,1.22E-07,1.27E-07,1.33E-07,1.41E-07,1.50E-07,1.62E-07,1.80E-07
17.8,1.22E-07,1.28E-07,1.34E-07,1.41E-07,1.50E-07,1.63E-07,1.80E-07
17.85,1.22E-07,1.28E-07,1.34E-07,1.41E-07,1.50E-07,1.63E-07,1.80E-07
17.9,1.22E-07,1.28E-07,1.34E-07,1.42E-07,1.51E-07,1.63E-07,1.81E-07
17.95,1.23E-07,1.28E-07,1.34E-07,1.42E-07,1.51E-07,1.64E-07,1.81E-07
18,1.23E-07,1.29E-07,1.35E-07,1.42E-07,1.51E-07,1.64E-07,1.81E-07
18.05,1.23E-07,1.29E-07,1.35E-07,1.42E-07,1.51E-07,1.64E-07,1.81E-07
18.1,1.23E-07,1.29E-07,1.35E-07,1.43E-07,1.52E-07,1.64E-07,1.82E-07
18.15,1.24E-07,1.29E-07,1.35E-07,1.43E-07,1.52E-07,1.65E-07,1.82E-07
18.2,1.24E-07,1.30E-07,1.35E-07,1.43E-07,1.52E-07,1.65E-07,1.83E-07
18.25,1.24E-07,1.30E-07,1.36E-07,1.43E-07,1.52E-07,1.65E-07,1.83E-07
18.3,1.24E-07,1.30E-07,1.36E-07,1.44E-07,1.53E-07,1.66E-07,1.83E-07
18.35,1.24E-07,1.30E-07,1.36E-07,1.44E-07,1.53E-07,1.66E-07,1.83E-07
18.4,1.25E-07,1.31E-07,1.37E-07,1.44E-07,1.53E-07,1.66E-07,1.84E-07
18.45,1.25E-07,1.31E-07,1.37E-07,1.44E-07,1.53E-07,1.66E-07,1.84E-07
18.5,1.25E-07,1.31E-07,1.37E-07,1.44E-07,1.54E-07,1.67E-07,1.84E-07
18.55,1.25E-07,1.31E-07,1.37E-07,1.45E-07,1.54E-07,1.67E-07,1.84E-07
18.6,1.26E-07,1.32E-07,1.37E-07,1.45E-07,1.54E-07,1.67E-07,1.85E-07
18.65,1.26E-07,1.32E-07,1.38E-07,1.45E-07,1.55E-07,1.68E-07,1.85E-07
18.7,1.26E-07,1.32E-07,1.38E-07,1.45E-07,1.55E-07,1.68E-07,1.85E-07
18.75,1.26E-07,1.32E-07,1.38E-07,1.46E-07,1.55E-07,1.68E-07,1.85E-07
18.8,1.27E-07,1.32E-07,1.38E-07,1.46E-07,1.55E-07,1.68E-07,1.86E-07
18.85,1.27E-07,1.33E-07,1.39E-07,1.46E-07,1.56E-07,1.69E-07,1.86E-07
18.9,1.27E-07,1.33E-07,1.39E-07,1.46E-07,1.56E-07,1.69E-07,1.87E-07
18.95,1.27E-07,1.33E-07,1.39E-07,1.47E-07,1.56E-07,1.69E-07,1.87E-07
19,1.28E-07,1.33E-07,1.39E-07,1.47E-07,1.56E-07,1.69E-07,1.87E-07
19.05,1.28E-07,1.34E-07,1.40E-07,1.47E-07,1.57E-07,1.70E-07,1.87E-07
19.1,1.28E-07,1.34E-07,1.40E-07,1.48E-07,1.57E-07,1.70E-07,1.88E-07
19.15,1.28E-07,1.34E-07,1.40E-07,1.48E-07,1.57E-07,1.70E-07,1.88E-07
19.2,1.29E-07,1.34E-07,1.40E-07,1.48E-07,1.57E-07,1.71E-07,1.88E-07
19.25,1.29E-07,1.35E-07,1.41E-07,1.48E-07,1.58E-07,1.71E-07,1.89E-07
19.3,1.29E-07,1.35E-07,1.41E-07,1.49E-07,1.58E-07,1.71E-07,1.89E-07
19.35,1.29E-07,1.35E-07,1.41E-07,1.49E-07,1.58E-07,1.72E-07,1.89E-07
19.4,1.29E-07,1.35E-07,1.41E-07,1.49E-07,1.59E-07,1.72E-07,1.90E-07
19.45,1.30E-07,1.35E-07,1.42E-07,1.49E-07,1.59E-07,1.72E-07,1.90E-07
19.5,1.30E-07,1.36E-07,1.42E-07,1.50E-07,1.59E-07,1.73E-07,1.90E-07
19.55,1.30E-07,1.36E-07,1.42E-07,1.50E-07,1.59E-07,1.73E-07,1.89E-07
19.6,1.30E-07,1.36E-07,1.42E-07,1.50E-07,1.60E-07,1.73E-07,1.90E-07
19.65,1.31E-07,1.37E-07,1.43E-07,1.50E-07,1.60E-07,1.73E-07,1.90E-07
19.7,1.31E-07,1.37E-07,1.43E-07,1.50E-07,1.60E-07,1.74E-07,1.90E-07
19.75,1.31E-07,1.37E-07,1.43E-07,1.51E-07,1.60E-07,1.74E-07,1.91E-07
19.8,1.32E-07,1.37E-07,1.43E-07,1.51E-07,1.61E-07,1.74E-07,1.91E-07
19.85,1.32E-07,1.37E-07,1.44E-07,1.51E-07,1.61E-07,1.74E-07,1.91E-07
19.9,1.32E-07,1.38E-07,1.44E-07,1.52E-07,1.61E-07,1.75E-07,1.92E-07
19.95,1.32E-07,1.38E-07,1.44E-07,1.52E-07,1.62E-07,1.75E-07,1.92E-07
20,1.33E-07,1.38E-07,1.44E-07,1.52E-07,1.62E-07,1.75E-07,1.92E-07
